,asin,product_type_name,formatted_price,color,brand,title,medium_image_url,editorial_review,titleref,coloref,brandref
12950,B074FT52QX,SHIRT,10.54,Blue,SODIAL(R),"SODIAL(R) Women's New Summer Sexy Tops Loose Casual Sleeveless Vest Camisole Fashion Shirt Tank Backless T-shirt(Blue,S/US-4)",https://images-na.ssl-images-amazon.com/images/I/41G4S4GOmHL._SL160_.jpg,,"SODIAL(R) Women's New Summer Sexy Tops Loose Casual Sleeveless Vest Camisole Fashion Shirt Tank Backless T-shirt(Blue,S/US-4)",Blue,SODIAL(R)
27674,B01MY9VNBW,SPORTING_GOODS,12.11,Red,SODIAL(R),"SODIAL(R) Women's sexy blouse lace shirt slash neck blouses long sleeve (Red, M)",https://images-na.ssl-images-amazon.com/images/I/41arAhkvGKL._SL160_.jpg,,"SODIAL(R) Women's sexy blouse lace shirt slash neck blouses long sleeve (Red, M)",Red,SODIAL(R)
19059,B06XBXL3J2,SHIRT,10.36,Red Plaid,SODIAL(R),"SODIAL(R) Women's Sexy word collar Strapless Long sleeves shirt£¨Red Plaid,XL/US-12~14)",https://images-na.ssl-images-amazon.com/images/I/61ro5-xH9hL._SL160_.jpg,,"SODIAL(R) Women's Sexy word collar Strapless Long sleeves shirt£¨Red Plaid,XL/US-12~14)",Red Plaid,SODIAL(R)
27343,B01MY9RK8Z,SPORTING_GOODS,13.82,Dark Grey,SODIAL(R),"SODIAL(R) Women's Tops Spring Autumn Casual Pullovers Sweatshirts Female Fashion Button Sweatshirt£¨Dark Grey,L/US-6)",https://images-na.ssl-images-amazon.com/images/I/51xnZhLFfbL._SL160_.jpg,,"SODIAL(R) Women's Tops Spring Autumn Casual Pullovers Sweatshirts Female Fashion Button Sweatshirt£¨Dark Grey,L/US-6)",Dark Grey,SODIAL(R)
21732,B006U1R9AC,MISC_OTHER,5.95,Black,Soffe,Soffe Junior's Black Boy Beater Tank-MEDIUM,https://images-na.ssl-images-amazon.com/images/I/31WpnuFl6OL._SL160_.jpg,,Soffe Junior's Black Boy Beater Tank-MEDIUM,Black,Soffe
26090,B006UI45DE,MISC_OTHER,5.99,Orange,Soffe,Soffe Junior's Orange Tissue Tee-SMALL,https://images-na.ssl-images-amazon.com/images/I/31Jb6ON%2BjOL._SL160_.jpg,,Soffe Junior's Orange Tissue Tee-SMALL,Orange,Soffe
12239,B006U3FCCW,MISC_OTHER,5.95,Pink,Soffe,Soffe Junior's Pink Boy Beater Tank-SMALL,https://images-na.ssl-images-amazon.com/images/I/210ZwA2EhJL._SL160_.jpg,,Soffe Junior's Pink Boy Beater Tank-SMALL,Pink,Soffe
22369,B006UHH8D4,MISC_OTHER,5.99,White,Soffe,Soffe Junior's White Tissue Tee-SMALL,https://images-na.ssl-images-amazon.com/images/I/21EEJcePC3L._SL160_.jpg,,Soffe Junior's White Tissue Tee-SMALL,White,Soffe
23464,B016TBD9G0,SHIRT,22.22,Red,Soffe,"Soffe Women's Performance Racer Tank , Red , X-Small",https://images-na.ssl-images-amazon.com/images/I/31hHJ70CjkL._SL160_.jpg,,"Soffe Women's Performance Racer Tank , Red , X-Small",Red,Soffe
6074,B06W2G2RD4,SHIRT,29.99,Multicolore,Sofie & Sam,"Sofie & Sam , Women's Long Tee/T-Shirts made from Organic Cotton Combo/Pack of 2 pcs , Tribal & Owl",https://images-na.ssl-images-amazon.com/images/I/516B8WUHT7L._SL160_.jpg,,"Sofie & Sam , Women's Long Tee/T-Shirts made from Organic Cotton Combo/Pack of 2 pcs , Tribal & Owl",Multicolore,Sofie & Sam
7937,B06W2FZ4RC,SHIRT,24.99,Multicolore,Sofie & Sam,"Sofie & Sam London, Premium Organic Cotton Women Long Tee/Dress/Beach wear Set of 2,Size: Large",https://images-na.ssl-images-amazon.com/images/I/51DkDhtaB7L._SL160_.jpg,,"Sofie & Sam London, Premium Organic Cotton Women Long Tee/Dress/Beach wear Set of 2,Size: Large",Multicolore,Sofie & Sam
2507,B06VSMFBMK,SHIRT,24.99,Multicolore,Sofie & Sam,"Sofie & Sam London, Premium Organic Cotton Women's Long T-Shirt - Set of 2, Palm Tree & Pebble,Size : Small",https://images-na.ssl-images-amazon.com/images/I/51DkDhtaB7L._SL160_.jpg,,"Sofie & Sam London, Premium Organic Cotton Women's Long T-Shirt - Set of 2, Palm Tree & Pebble,Size : Small",Multicolore,Sofie & Sam
20026,B01K38RPPG,SHIRT,16.99,Aqua,Sofra,"Sofra Women's Loose Fit Tank Top Relaxed Flowy (Large, 3 Pack: Aqua, Fuchsia, & Oatmeal w/ FREE Appleletics Bandeau)",https://images-na.ssl-images-amazon.com/images/I/51bLlIHgWUL._SL160_.jpg,,"Sofra Women's Loose Fit Tank Top Relaxed Flowy (Large, 3 Pack: Aqua, Fuchsia, & Oatmeal w/ FREE Appleletics Bandeau)",Aqua,Sofra
15307,B071XF53FG,SHIRT,26.98,"4 Pack: 3 Black, 1 H.grey W/Free Hair Tie",Sofra,"Sofra Womens Loose Fit Tank Top Relaxed Flowy (Small, 4 Pack: 3 Black, 1 H.Grey w/FREE Hair Tie)",https://images-na.ssl-images-amazon.com/images/I/51Z%2Bcn3cvJL._SL160_.jpg,,"Sofra Womens Loose Fit Tank Top Relaxed Flowy (Small, 4 Pack: 3 Black, 1 H.Grey w/FREE Hair Tie)","4 Pack: 3 Black, 1 H.grey W/Free Hair Tie",Sofra
18392,B06Y27P4SG,SHIRT,69,Yellow,Soft Joie,Soft Joie Apollo Striped Tee for Women in Yellow Size Medium,https://images-na.ssl-images-amazon.com/images/I/41mQclArnvL._SL160_.jpg,,Soft Joie Apollo Striped Tee for Women in Yellow Size Medium,Yellow,Soft Joie
18222,B01MQWHG5D,SHIRT,85,Khaki/White,Soft Joie,Soft Joie Womens Bromley Striped Hoodie Khaki/White Medium,https://images-na.ssl-images-amazon.com/images/I/411lmLibHjL._SL160_.jpg,,Soft Joie Womens Bromley Striped Hoodie Khaki/White Medium,Khaki/White,Soft Joie
25398,B074SYR5NH,SHIRT,87.99,Nude,Soft Joie,"Soft Joie Womens Cenna Top, S, Beige",https://images-na.ssl-images-amazon.com/images/I/51OBFtUmiqL._SL160_.jpg,,"Soft Joie Womens Cenna Top, S, Beige",Nude,Soft Joie
12785,B06XHJY2ZC,SHIRT,39.99,Indigo,Soft Joie,"Soft Joie Womens Mayleen Blouse, Xs, Blue",https://images-na.ssl-images-amazon.com/images/I/41GObIFtNhL._SL160_.jpg,,"Soft Joie Womens Mayleen Blouse, Xs, Blue",Indigo,Soft Joie
12520,B06XJQGJRX,SHIRT,49.99,Indigo,Soft Joie,"Soft Joie Womens Rhythm Top, Xs, Blue",https://images-na.ssl-images-amazon.com/images/I/41QSpLIgw1L._SL160_.jpg,,"Soft Joie Womens Rhythm Top, Xs, Blue",Indigo,Soft Joie
14736,B06XJR3WC6,SHIRT,65.99,Medium Htr Greycavi,Soft Joie,"Soft Joie Womens Safiya Linen-Blend Top, L, Grey",https://images-na.ssl-images-amazon.com/images/I/51OtC%2BA4uSL._SL160_.jpg,,"Soft Joie Womens Safiya Linen-Blend Top, L, Grey",Medium Htr Greycavi,Soft Joie
8057,B01DE13EXQ,SHIRT,5.99,Ivory,Cleo by Panache,Soft Knitted Crochet Shrug Cardigan Jacket Top Ivory One Size Fits S M L,https://images-na.ssl-images-amazon.com/images/I/51e4i6teaiL._SL160_.jpg,,Soft Knitted Crochet Shrug Cardigan Jacket Top Ivory One Size Fits S M L,Ivory,Cleo by Panache
3172,B01CB30L4I,SHIRT,22.95,Royal,FLAMINGO,"Solid knit Cardigan with printed Aztec Edge, Royal (Size L)",https://images-na.ssl-images-amazon.com/images/I/41hGGuDZaLL._SL160_.jpg,,"Solid knit Cardigan with printed Aztec Edge, Royal (Size L)",Royal,FLAMINGO
20360,B01M4NMVSM,SHIRT,24.99,Grey,SOLOW,"Solow Womens Solow Colorblock Camisole, Xs, Grey",https://images-na.ssl-images-amazon.com/images/I/41eVVaiM0pL._SL160_.jpg,,"Solow Womens Solow Colorblock Camisole, Xs, Grey",Grey,SOLOW
26064,B01M292SR6,SHIRT,17.99,White,SOLOW,"Solow Womens Solow Hi-Lo Sleeveless T-Shirt, Xs, White",https://images-na.ssl-images-amazon.com/images/I/41DDiWQkEeL._SL160_.jpg,,"Solow Womens Solow Hi-Lo Sleeveless T-Shirt, Xs, White",White,SOLOW
14619,B00VIS8XR0,SHIRT,34.99,Retro Blue,Sombrio,"Sombrio Cascadia Jersey - Long-Sleeve - Women's Retro Blue, XL",https://images-na.ssl-images-amazon.com/images/I/41QYa4%2BZUzL._SL160_.jpg,,"Sombrio Cascadia Jersey - Long-Sleeve - Women's Retro Blue, XL",Retro Blue,Sombrio
21832,B0721T5W3C,SHIRT,6,White,Somedays Lovin,"Somedays Lovin Womens La La La T-Shirt, Xs, White",https://images-na.ssl-images-amazon.com/images/I/41IiTBUDZIL._SL160_.jpg,,"Somedays Lovin Womens La La La T-Shirt, Xs, White",White,Somedays Lovin
17419,B072R69LBQ,SHIRT,24.99,Blush,Somedays Lovin,"Somedays Lovin Womens Sweet Talker Lace Body Suit, M, Pink",https://images-na.ssl-images-amazon.com/images/I/412D5oyZ7KL._SL160_.jpg,,"Somedays Lovin Womens Sweet Talker Lace Body Suit, M, Pink",Blush,Somedays Lovin
17017,B0721T82HQ,SHIRT,24.99,Blush,Somedays Lovin,"Somedays Lovin Womens Sweet Talker Lace Body Suit, Xs, Pink",https://images-na.ssl-images-amazon.com/images/I/412D5oyZ7KL._SL160_.jpg,,"Somedays Lovin Womens Sweet Talker Lace Body Suit, Xs, Pink",Blush,Somedays Lovin
8967,B00I55DAEA,SHIRT,25,White,Girl ExtraOrdinaire,"Something Blue Bride Tank Top - White Bridal Tank Top with Clear and Blue Crystals (Misses XL- Full Bust 44-47""/Waist 37-40"")",https://images-na.ssl-images-amazon.com/images/I/41NVrBIAdxL._SL160_.jpg,,"Something Blue Bride Tank Top - White Bridal Tank Top with Clear and Blue Crystals (Misses XL- Full Bust 44-47""/Waist 37-40"")",White,Girl ExtraOrdinaire
17323,B071JM22TH,SHIRT,122.97,White,Sonia Rykiel,Sonia Rykiel Ruffled Collar Women's Large Tie Neck Blouse White L,https://images-na.ssl-images-amazon.com/images/I/31pSUmTVYYL._SL160_.jpg,,Sonia Rykiel Ruffled Collar Women's Large Tie Neck Blouse White L,White,Sonia Rykiel
16760,B013F77UDE,OUTDOOR_RECREATION_PRODUCT,42,"Black, White",Sonoma Lavender,Sonoma Lavender Luxury Spa Black and White Damask Heat Wrap,https://images-na.ssl-images-amazon.com/images/I/61n%2BR-%2BCq9L._SL160_.jpg,,Sonoma Lavender Luxury Spa Black and White Damask Heat Wrap,"Black, White",Sonoma Lavender
7086,B01GNP0G8G,BOOKS_1973_AND_LATER,14.71,Black,Naviiro,Sons Of Odin Valhalla Yoga Wireless Sports Bra,https://images-na.ssl-images-amazon.com/images/I/51e4ILN2PHL._SL160_.jpg,,Sons Of Odin Valhalla Yoga Wireless Sports Bra,Black,Naviiro
11512,B072KWRDWD,SHIRT,89.99,Black,Sophia NYC,SOPHIA NYC Womens Stretch Jersey Asymmetric Tunic Sz 1X Black 280114E,https://images-na.ssl-images-amazon.com/images/I/31LxfnGGARL._SL160_.jpg,,SOPHIA NYC Womens Stretch Jersey Asymmetric Tunic Sz 1X Black 280114E,Black,Sophia NYC
8636,B06X9364TL,SHIRT,100,Grey/Kiwi Green,Sophie Finzi,SOPHIE FINZI Womens Asymmetric Knit Dot Top OSFA Grey/Kiwi Green 260982E,https://images-na.ssl-images-amazon.com/images/I/41RsznLb6BL._SL160_.jpg,,SOPHIE FINZI Womens Asymmetric Knit Dot Top OSFA Grey/Kiwi Green 260982E,Grey/Kiwi Green,Sophie Finzi
3061,B07533QTN4,SHIRT,89.99,Kiwi Green,Sophie Finzi,SOPHIE FINZI Womens Asymmetric POINT Shirt Sz 1X Kiwi Green 280079E,https://images-na.ssl-images-amazon.com/images/I/41bGWquWGhL._SL160_.jpg,,SOPHIE FINZI Womens Asymmetric POINT Shirt Sz 1X Kiwi Green 280079E,Kiwi Green,Sophie Finzi
9905,B0752ZRYZB,SHIRT,93,White/Black Check,Sophie Finzi,SOPHIE FINZI Womens Textured Pocket Shirt Sz 1X White Black Check 280081E,https://images-na.ssl-images-amazon.com/images/I/41jvtLakt0L._SL160_.jpg,,SOPHIE FINZI Womens Textured Pocket Shirt Sz 1X White Black Check 280081E,White/Black Check,Sophie Finzi
4009,B071VYLSS9,SHIRT,9.99,Purple,Sophie Rue,Sophie Rue White Women's Large Lace-Back Seamed Blouse Purple L,https://images-na.ssl-images-amazon.com/images/I/41TjoQW9ELL._SL160_.jpg,,Sophie Rue White Women's Large Lace-Back Seamed Blouse Purple L,Purple,Sophie Rue
4675,B01J2KZ5F8,SHIRT,12.97,Black,Sophie Rue,Sophie Rue Women Gold Contrast Plunge Keyhole Blouse Black XS,https://images-na.ssl-images-amazon.com/images/I/41VsqriiL7L._SL160_.jpg,,Sophie Rue Women Gold Contrast Plunge Keyhole Blouse Black XS,Black,Sophie Rue
6571,B0719PJ2ZF,SHIRT,12.97,Black,Sophie Rue,Sophie Rue Women's High Low Long Sleeve Blouse Black XL,https://images-na.ssl-images-amazon.com/images/I/41VsqriiL7L._SL160_.jpg,,Sophie Rue Women's High Low Long Sleeve Blouse Black XL,Black,Sophie Rue
2895,B0716YVZTX,SHIRT,12.97,White,Sophie Rue,Sophie Rue Women's Small Contrast Trim Tank Blouse White S,https://images-na.ssl-images-amazon.com/images/I/418ld5mORkL._SL160_.jpg,,Sophie Rue Women's Small Contrast Trim Tank Blouse White S,White,Sophie Rue
18744,B0725PJLQD,SHIRT,15.79,Green,Soprano,Soprano Army Small Junior Henley Short Sleeve Blouse $24 Green S,https://images-na.ssl-images-amazon.com/images/I/41VYDkx3jUL._SL160_.jpg,,Soprano Army Small Junior Henley Short Sleeve Blouse $24 Green S,Green,Soprano
17794,B071Z8NX2P,SHIRT,9.99,Black,Soprano,Soprano Black Junior Faux-Leather S/S V-Neck Blouse Red XS,https://images-na.ssl-images-amazon.com/images/I/41vd9NrX97L._SL160_.jpg,,Soprano Black Junior Faux-Leather S/S V-Neck Blouse Red XS,Black,Soprano
14017,B074P94665,SHIRT,11.97,Orange,Soprano,Soprano Chevron Print Junior Tank Cami Racerback Top Orange XL,https://images-na.ssl-images-amazon.com/images/I/51QHInCxHqL._SL160_.jpg,,Soprano Chevron Print Junior Tank Cami Racerback Top Orange XL,Orange,Soprano
18730,B071SD5Q31,SHIRT,7.49,Black,Soprano,Soprano Deep Womens Large Faux-Leather V-Neck Blouse Black L,https://images-na.ssl-images-amazon.com/images/I/41Ge1wuXKtL._SL160_.jpg,,Soprano Deep Womens Large Faux-Leather V-Neck Blouse Black L,Black,Soprano
15811,B01KG97TV2,SHIRT,9.48,Gray,Soprano,Soprano Heather Junior's Henley Scoop Neck Knit Top Gray XS,https://images-na.ssl-images-amazon.com/images/I/51nmdz4yDNL._SL160_.jpg,,Soprano Heather Junior's Henley Scoop Neck Knit Top Gray XS,Gray,Soprano
21308,B06XZN8JNG,SHIRT,9.99,Gray,Soprano,SOPRANO Heather Women's Large Crochet Knit Top Blouse Gray L,https://images-na.ssl-images-amazon.com/images/I/51SN5OGyhAL._SL160_.jpg,,SOPRANO Heather Women's Large Crochet Knit Top Blouse Gray L,Gray,Soprano
18274,B01KYXFE30,SHIRT,7.49,Beige,Soprano,Soprano Junior American Heart Graphic Knitted Top Beige XL,https://images-na.ssl-images-amazon.com/images/I/51DUZ0fx3YL._SL160_.jpg,,Soprano Junior American Heart Graphic Knitted Top Beige XL,Beige,Soprano
14060,B072XNHDZ7,SHIRT,9.99,White,Soprano,Soprano Junior Crewneck Love Graphic Tee T-Shirt White XS,https://images-na.ssl-images-amazon.com/images/I/41ulP1MwZqL._SL160_.jpg,,Soprano Junior Crewneck Love Graphic Tee T-Shirt White XS,White,Soprano
19965,B01M0OJ4PK,SHIRT,9.99,Blue,Soprano,Soprano Medium Junior High Low Scoop Neck Blouse $28 Blue M,https://images-na.ssl-images-amazon.com/images/I/41YdV9sI2PL._SL160_.jpg,,Soprano Medium Junior High Low Scoop Neck Blouse $28 Blue M,Blue,Soprano
17827,B073P88JGL,SHIRT,18.98,Red,Soprano,Soprano Merlot Large Junior Crochet Cold Shoulder Blouse Red L,https://images-na.ssl-images-amazon.com/images/I/61ZGsJkm%2BJL._SL160_.jpg,,Soprano Merlot Large Junior Crochet Cold Shoulder Blouse Red L,Red,Soprano
15806,B073541D9F,SHIRT,9.99,Blue,Soprano,Soprano Navy Women's Medium U-Neck Tank Cami Chiffon Top Blue M,https://images-na.ssl-images-amazon.com/images/I/41UQYa7KniL._SL160_.jpg,,Soprano Navy Women's Medium U-Neck Tank Cami Chiffon Top Blue M,Blue,Soprano
14387,B071LFJ1DN,SHIRT,25.99,Ivory,Soprano,Soprano Plus Size Sleeveless Swing Tank Top Size 2X ,https://images-na.ssl-images-amazon.com/images/I/41JbJbrtSzL._SL160_.jpg,,Soprano Plus Size Sleeveless Swing Tank Top Size 2X ,Ivory,Soprano
25738,B072C5XBWH,SHIRT,9.99,Red,Soprano,Soprano Poppy Solid Women's Large Sleeveless Shell Blouse Red L,https://images-na.ssl-images-amazon.com/images/I/41lXfdz%2BqmL._SL160_.jpg,,Soprano Poppy Solid Women's Large Sleeveless Shell Blouse Red L,Red,Soprano
18641,B072LWBRP4,SHIRT,9.99,Black,Soprano,Soprano Purple Women's Small Floral Printed Seamed Blouse Black S,https://images-na.ssl-images-amazon.com/images/I/515PPB2sVkL._SL160_.jpg,,Soprano Purple Women's Small Floral Printed Seamed Blouse Black S,Black,Soprano
13191,B06ZYG8RJD,SHIRT,9.99,Purple,Soprano,Soprano Raisin Junior Contrast Cutout Knit Top Purple XL,https://images-na.ssl-images-amazon.com/images/I/41as5WClvqL._SL160_.jpg,,Soprano Raisin Junior Contrast Cutout Knit Top Purple XL,Purple,Soprano
22804,B071799TQN,SHIRT,9.99,Purple,Soprano,Soprano Raisin Large Junior Contrast Scoop Back Knit Top Purple L,https://images-na.ssl-images-amazon.com/images/I/51mrXht5MQL._SL160_.jpg,,Soprano Raisin Large Junior Contrast Scoop Back Knit Top Purple L,Purple,Soprano
18297,B01LYZUU5P,SHIRT,10.99,Blue,Soprano,Soprano Seaglass Large Junior V-Neck Chiffon Tank Blouse Blue L,https://images-na.ssl-images-amazon.com/images/I/41YbfHyCn0L._SL160_.jpg,,Soprano Seaglass Large Junior V-Neck Chiffon Tank Blouse Blue L,Blue,Soprano
21774,B0711RMMG1,SHIRT,7.49,Black,Soprano,Soprano Small Junior Chiffon Floral-Print Laced Blouse Black S,https://images-na.ssl-images-amazon.com/images/I/51UmAswLP2L._SL160_.jpg,,Soprano Small Junior Chiffon Floral-Print Laced Blouse Black S,Black,Soprano
12909,B01JS7EDJE,SHIRT,22.11,Blue,Soprano,Soprano Small Junior Floral Tile Print Hi-Low Tank Top Blue S,https://images-na.ssl-images-amazon.com/images/I/510JUsqtwaL._SL160_.jpg,,Soprano Small Junior Floral Tile Print Hi-Low Tank Top Blue S,Blue,Soprano
23831,B072K3C88F,SHIRT,16.51,Beige,Soprano,Soprano Tribal American Flag Print Medium Junior Tank Top Beige M,https://images-na.ssl-images-amazon.com/images/I/51DUZ0fx3YL._SL160_.jpg,,Soprano Tribal American Flag Print Medium Junior Tank Top Beige M,Beige,Soprano
19940,B01JS7H6MA,SHIRT,9.99,Green,Soprano,Soprano Turquoise Women's Solid Scoop-Neck Seamed Blouse Green XS,https://images-na.ssl-images-amazon.com/images/I/41S%2BeIRTUFL._SL160_.jpg,,Soprano Turquoise Women's Solid Scoop-Neck Seamed Blouse Green XS,Green,Soprano
19846,B0714C9M7S,SHIRT,9.99,Pink,Soprano,Soprano Valentine Women's Scoop-Neck Solid Tank Blouse Pink XL,https://images-na.ssl-images-amazon.com/images/I/41Mk%2BvU1ZkL._SL160_.jpg,,Soprano Valentine Women's Scoop-Neck Solid Tank Blouse Pink XL,Pink,Soprano
18486,B01MUUABB0,SHIRT,16.99,Gray,Soprano,Soprano White Medium Junior Tank Cami Printed Blouse Gray M,https://images-na.ssl-images-amazon.com/images/I/51oM8veAH7L._SL160_.jpg,,Soprano White Medium Junior Tank Cami Printed Blouse Gray M,Gray,Soprano
17847,B0758G55P1,SHIRT,16.51,Black,Soprano,Soprano Womens Large Faux-Wrap Stripe Knit Crop Top Black L,https://images-na.ssl-images-amazon.com/images/I/51eZN6HR7BL._SL160_.jpg,,Soprano Womens Large Faux-Wrap Stripe Knit Crop Top Black L,Black,Soprano
15114,B0714B1RG2,SHIRT,7.49,Pink,Soprano,Soprano Womens Large Printed Drop Waist Camisole Top Pink L,https://images-na.ssl-images-amazon.com/images/I/51McyV0btfL._SL160_.jpg,,Soprano Womens Large Printed Drop Waist Camisole Top Pink L,Pink,Soprano
24377,B01LZQEENX,SHIRT,11.97,Blue,Soprano,Soprano Women's Medium Printed Scoop-Neck Tank Blouse Blue M,https://images-na.ssl-images-amazon.com/images/I/510JUsqtwaL._SL160_.jpg,,Soprano Women's Medium Printed Scoop-Neck Tank Blouse Blue M,Blue,Soprano
24947,B01LYO7DZG,SHIRT,9.99,Pink,Soprano,Soprano Womens Medium Scoop Neck High LowT ank Cami Top $28 Pink M,https://images-na.ssl-images-amazon.com/images/I/41bOy7RcGeL._SL160_.jpg,,Soprano Womens Medium Scoop Neck High LowT ank Cami Top $28 Pink M,Pink,Soprano
19754,B074MJ8W5K,SHIRT,12.97,Black,Soprano,Soprano Women's Small Cropped Solid Seamed Boxy Blouse Black S,https://images-na.ssl-images-amazon.com/images/I/419XBUQMZfL._SL160_.jpg,,Soprano Women's Small Cropped Solid Seamed Boxy Blouse Black S,Black,Soprano
16477,B06VSDT8ZY,SHIRT,9.99,White,Soprano,Soprano Women's Small Embellished Scoop Neck Blouse White S,https://images-na.ssl-images-amazon.com/images/I/41Xn152D2IL._SL160_.jpg,,Soprano Women's Small Embellished Scoop Neck Blouse White S,White,Soprano
18759,B0758356K3,SHIRT,11.11,Brown,Soprano,Soprano Womens Small Flawless Asymmetric Camisole Top Brown S,https://images-na.ssl-images-amazon.com/images/I/41VNlWhMfHL._SL160_.jpg,,Soprano Womens Small Flawless Asymmetric Camisole Top Brown S,Brown,Soprano
19520,B07319C6CH,SHIRT,7.49,White,Soprano,Soprano Women's Small Floral Print Graphic Tee T-Shirt White S,https://images-na.ssl-images-amazon.com/images/I/41PXetHx1%2BL._SL160_.jpg,,Soprano Women's Small Floral Print Graphic Tee T-Shirt White S,White,Soprano
17534,B0714KW2VG,SHIRT,9.99,Black,Soprano,Soprano Women's Small Floral Printed Keyhole Blouse Black S,https://images-na.ssl-images-amazon.com/images/I/51yxs%2B8uB1L._SL160_.jpg,,Soprano Women's Small Floral Printed Keyhole Blouse Black S,Black,Soprano
28385,B07575N2WX,SHIRT,22.83,Gray,Soprano,Soprano Womens Small Tie-Fringe Slub-Knit Tank Top Gray S,https://images-na.ssl-images-amazon.com/images/I/41WRn2M14JL._SL160_.jpg,,Soprano Womens Small Tie-Fringe Slub-Knit Tank Top Gray S,Gray,Soprano
22909,B0725ZBKG6,SHIRT,9.99,Blue,Soprano,Soprano Women's Small Will Run For Ice Cream Print Blouse Blue S,https://images-na.ssl-images-amazon.com/images/I/51lQsnDYOCL._SL160_.jpg,,Soprano Women's Small Will Run For Ice Cream Print Blouse Blue S,Blue,Soprano
6900,B01F2UDL1M,SHIRT,41.99,Olive/pink,Southern Lady,"Southern Lady Women's 3/4 Sleeve Plaid Blouse, Olive/Pink, 8 000085200",https://images-na.ssl-images-amazon.com/images/I/61hrUtvsQHL._SL160_.jpg,,"Southern Lady Women's 3/4 Sleeve Plaid Blouse, Olive/Pink, 8 000085200",Olive/pink,Southern Lady
9132,B01EXXGB7U,SHIRT,28.99,Peach Nectar,Southern Lady,"Southern Lady Women's Crew Neck Fashion Tank, Peach Nectar, Medium 000",https://images-na.ssl-images-amazon.com/images/I/51UIoVSr69L._SL160_.jpg,,"Southern Lady Women's Crew Neck Fashion Tank, Peach Nectar, Medium 000",Peach Nectar,Southern Lady
9544,B072274YWK,SHIRT,14.59,"Potted Pink,",Southern Lady,"Southern Lady Women's Crew Neck Fashion Tank, Potted Pink, Small",https://images-na.ssl-images-amazon.com/images/I/31JHdkadSFL._SL160_.jpg,,"Southern Lady Women's Crew Neck Fashion Tank, Potted Pink, Small","Potted Pink,",Southern Lady
2577,B01F2UDUJA,SHIRT,39.99,Navy/fall,Southern Lady,"Southern Lady Women's Fall Knit Vest, Large, Navy/Fall Leaves 00008066",https://images-na.ssl-images-amazon.com/images/I/511TACcMUVL._SL160_.jpg,,"Southern Lady Women's Fall Knit Vest, Large, Navy/Fall Leaves 00008066",Navy/fall,Southern Lady
10682,B01F2UECGK,SHIRT,22.37,"Vanilla Bean,",Southern Lady,"Southern Lady Women's Long Sleeve Mock Turtleneck, Vanilla Bean, Small",https://images-na.ssl-images-amazon.com/images/I/41p6mn2uLmL._SL160_.jpg,,"Southern Lady Women's Long Sleeve Mock Turtleneck, Vanilla Bean, Small","Vanilla Bean,",Southern Lady
8702,B01EXXEUJG,SHIRT,15.51,White/Blue,Southern Lady,"Southern Lady Women's Notch Embroidered Neckline Top, Small, White/Blue",https://images-na.ssl-images-amazon.com/images/I/31l5l1InTuL._SL160_.jpg,,"Southern Lady Women's Notch Embroidered Neckline Top, Small, White/Blue",White/Blue,Southern Lady
8584,B01F2UD9GE,SHIRT,22.37,Sun/Pebble,Southern Lady,"Southern Lady Women's Ruffle 3/4 Sleeve Plaid Shirt, Sun/Pebble, Small",https://images-na.ssl-images-amazon.com/images/I/41i3PT3QGeL._SL160_.jpg,,"Southern Lady Women's Ruffle 3/4 Sleeve Plaid Shirt, Sun/Pebble, Small",Sun/Pebble,Southern Lady
9005,B01F2UDMXE,SHIRT,26.99,Purple,Southern Lady,"Southern Lady Women's Scoop Neck W/Knot Detail Fashion Tank, Purple, L",https://images-na.ssl-images-amazon.com/images/I/51j6LLsvSNL._SL160_.jpg,,"Southern Lady Women's Scoop Neck W/Knot Detail Fashion Tank, Purple, L",Purple,Southern Lady
11213,B01EXXF1TO,SHIRT,14.9,Antique Rose,Southern Lady,"Southern Lady Women's Short Sleeve Embellished V-Neck, Small, Antique Rose",https://images-na.ssl-images-amazon.com/images/I/31n%2BWdLdabL._SL160_.jpg,,"Southern Lady Women's Short Sleeve Embellished V-Neck, Small, Antique Rose",Antique Rose,Southern Lady
9272,B01EXXES8Y,SHIRT,14.3,Small,Southern Lady,"Southern Lady Women's Short Sleeve Embroidered Knit Top, White/Blue, Small",https://images-na.ssl-images-amazon.com/images/I/31mE%2BaCUrhL._SL160_.jpg,,"Southern Lady Women's Short Sleeve Embroidered Knit Top, White/Blue, Small",Small,Southern Lady
10660,B01EXXEWI0,SHIRT,15.19,Ablaze Red,Southern Lady,"Southern Lady Women's Short Sleeve Neck Details Knit Top, Ablaze Red, Small",https://images-na.ssl-images-amazon.com/images/I/51M-2Y2nhFL._SL160_.jpg,,"Southern Lady Women's Short Sleeve Neck Details Knit Top, Ablaze Red, Small",Ablaze Red,Southern Lady
7090,B01EXXEVDQ,SHIRT,14.83,Gumdrop,Southern Lady,"Southern Lady Women's Short Sleeve Ring Detailed Knit Top, Gumdrop, Small",https://images-na.ssl-images-amazon.com/images/I/51ZeX%2BWOFpL._SL160_.jpg,,"Southern Lady Women's Short Sleeve Ring Detailed Knit Top, Gumdrop, Small",Gumdrop,Southern Lady
